kode,nama_bahan,air,energi,protein,lemak,kh,serat,abu,kalsium,fosfor,besi,natrium,kalium,tembaga,seng,retinol,b_kar,kar_total,thiamin,riboflavin,niasin,vit_c,gula,kategori,sumber
DM074,"Daun singkong
kopang, segar",81.1,74.0,6.3,0.7,10.7,4.6,1.2,142.0,115.0,1.7,32.0,382.0,0.2,1.5,,3882.0,,0.5,0.5,1.9,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM075,"Daun sintrong, segar",88.5,36.0,2.6,0.9,6.1,1.7,1.9,398.0,95.0,9.3,64.0,444.4,0.1,0.4,0.0,10178.0,8868.0,0.03,0.2,0.9,3.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM076,"Daun talas, segar",81.1,59.0,3.0,0.4,13.5,3.0,2.0,236.0,50.0,2.4,4.0,854.1,0.4,0.5,0.0,3816.0,5740.0,0.07,0.6,2.0,24.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM077,"Daun tespong, segar",81.0,70.0,2.9,0.3,13.9,2.3,1.9,155.0,65.0,2.5,72.0,,0.15,0.9,,171.0,2500.0,0.05,0.7,1.4,21.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM078,"Daun ubi kuning,
segar",83.5,62.0,3.7,0.3,11.1,6.4,1.4,170.0,40.0,0.6,10.0,0.0,0.2,0.5,,3564.0,,0.3,0.3,1.2,4.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM079,"Daun ubi merah, segar",84.4,48.0,3.0,0.3,10.8,1.4,1.5,80.0,81.0,6.4,33.0,517.3,0.0,0.4,0.0,5453.0,4697.0,0.1,0.2,1.2,27.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM080,"Daun ubi putih, segar",87.5,46.0,2.8,0.2,8.2,4.8,1.3,120.0,50.0,0.8,10.0,0.0,0.2,0.5,,103.0,,0.3,0.3,0.9,8.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM081,"Daun ubi tinta, segar",85.1,55.0,1.7,0.1,11.9,7.6,1.2,120.0,40.0,0.6,10.0,0.0,0.2,0.5,,516.0,,0.2,0.0,0.0,7.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM082,"Eceng, segar",93.0,19.0,1.0,0.2,3.8,1.8,2.0,80.0,45.0,3.7,45.0,634.1,,,,7.0,1000.0,0.08,0.1,0.7,50.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM083,"Gambas (oyong),
segar",94.5,19.0,0.8,0.2,4.1,1.3,0.4,19.0,33.0,0.9,23.0,109.1,0.0,0.1,,17.0,380.0,0.03,0.0,0.4,8.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM084,"Genjer, segar",90.0,35.0,1.7,0.2,7.7,2.5,0.4,62.0,33.0,2.1,64.0,905.8,,,,,3800.0,0.07,0.1,1.1,54.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM085,"Jagung muda / semi,
segar",89.5,35.0,2.2,0.1,7.4,1.9,0.8,7.0,100.0,0.5,353.0,230.2,0.1,0.8,0.0,23.0,200.0,0.08,0.16,0.9,8.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM086,Jamur encik,24.8,296.0,9.4,1.1,62.0,,2.7,5.0,277.0,5.3,2.0,0.0,0.2,3.1,,,,1.1,0.1,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM087,"Jamur kuping, kering",14.9,294.0,16.0,0.9,64.6,46.5,3.6,51.0,223.0,6.7,174.0,726.1,0.29,5.5,0.0,11.0,0.0,0.11,0.6,2.7,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM088,"Jamur kuping, segar",93.7,21.0,3.8,0.6,0.9,5.1,1.0,3.0,94.0,1.7,17.0,33.4,0.19,0.1,0.0,1.0,0.0,0.1,0.09,0.1,5.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM089,"Jamur merang, segar",91.5,30.0,3.5,0.2,4.0,2.4,0.8,14.0,117.0,1.0,6.0,300.0,0.3,0.8,,0.0,0.0,0.02,0.2,0.5,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM090,"Jamur tiram, segar",92.5,30.0,1.9,0.1,5.5,3.6,0.6,9.0,83.0,0.7,22.0,226.0,0.0,0.8,,0.0,0.0,0.3,0.2,1.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM091,Jamur sagu,91.3,48.0,1.9,3.2,2.8,1.0,0.8,10.0,90.0,0.6,100.0,440.0,0.6,0.6,,0.0,,0.2,0.2,6.5,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM092,"Jantung pisang, segar",90.2,32.0,1.2,0.3,7.1,3.2,1.2,30.0,50.0,0.1,3.0,524.0,0.09,0.3,0.0,201.0,170.0,0.05,0.03,0.8,10.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM093,"Jengkol, segar",52.7,192.0,5.4,0.3,40.7,1.5,0.9,4.0,150.0,0.7,60.0,241.0,0.3,0.6,,,,0.05,0.2,0.5,31.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM094,"Jotang, segar",89.0,34.0,1.9,0.3,7.1,3.5,1.7,162.0,41.0,4.0,59.0,388.5,0.3,1.2,,2.0,3918.0,0.03,,0.4,20.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM095,"Kabau, segar",67.2,130.0,6.7,0.3,25.2,2.9,0.6,4.0,204.0,0.5,1.0,397.8,0.2,0.5,,165.0,,0.8,0.1,0.3,16.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM096,"Kacang mekah,
polong, segar",93.6,22.0,1.1,1.0,3.4,1.1,0.9,63.0,296.0,1.0,2.0,69.2,0.3,,0.0,197.0,116.0,0.02,,0.4,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM097,"Kacang panjang, segar",91.8,31.0,2.3,0.1,5.3,2.7,0.5,60.0,64.0,0.6,30.0,213.0,0.1,0.5,0.0,125.0,,0.7,0.1,0.3,46.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM098,Kacang ranti polong,88.5,37.0,3.1,0.2,7.9,2.5,0.3,103.0,126.0,0.8,,,,,,,2312.0,0.02,,,6.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM099,"Kalakai, segar",89.9,38.0,2.4,0.2,6.6,5.8,0.9,18.0,90.0,1.1,7.0,443.0,0.4,0.9,,44.0,,0.3,0.1,,8.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM100,"Kangkung, segar",91.0,28.0,3.4,0.7,3.9,2.0,1.0,67.0,54.0,2.3,65.0,250.1,0.13,0.4,,2868.0,5542.0,0.07,0.36,2.0,17.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM101,Kangkung tondano,88.5,43.0,1.8,0.2,8.4,4.3,1.1,72.0,9.0,0.7,30.0,361.0,0.3,0.4,,2741.0,,0.8,0.1,1.1,23.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM102,"Kapri muda, segar",86.8,45.0,3.3,0.2,9.0,1.8,0.7,51.0,85.0,1.0,2.0,118.4,0.09,0.7,,72.0,440.0,0.2,0.1,0.9,49.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM103,Karawila,93.7,25.0,2.3,0.2,3.5,2.1,0.3,25.0,67.0,0.3,8.0,88.4,0.08,0.3,,21.0,,0.1,0.1,0.4,39.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM104,"Kecipir muda, segar",90.4,32.0,2.9,0.2,5.8,5.5,0.7,63.0,37.0,0.3,3.0,103.8,0.18,0.4,,261.0,595.0,0.24,0.11,0.7,19.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM105,"Kecombrang, segar",90.0,34.0,0.9,1.0,6.7,2.6,1.4,60.0,16.0,1.0,47.0,650.6,,,0.0,0.0,73.0,0.0,0.02,0.8,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM106,"Kelawi,kluwih, segar",70.0,118.0,1.5,0.3,27.2,5.0,1.0,28.0,32.0,0.9,2.0,500.9,0.09,0.1,,0.0,20.0,0.1,0.03,0.9,19.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM107,"Kembang turi, segar",87.4,51.0,1.8,0.6,9.6,5.0,0.6,23.0,29.0,0.9,22.0,275.3,0.15,0.9,,201.0,105.0,0.13,0.12,0.6,41.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM108,"Kerokot, segar",93.0,26.0,1.7,0.4,3.8,1.0,1.1,103.0,39.0,3.6,4.0,240.5,0.23,0.9,,0.0,2550.0,0.03,0.09,0.2,25.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM109,"Ketimun, segar",97.9,8.0,0.2,0.2,1.4,0.3,0.3,29.0,95.0,0.8,2.0,57.1,0.02,0.1,0.0,18.0,314.0,0.01,0.02,0.1,1.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM110,"Ketimun krai, segar",96.8,10.0,0.5,0.2,2.0,0.6,0.5,20.0,98.0,1.0,10.0,82.1,0.03,0.1,0.0,19.0,21.0,0.02,0.03,0.1,3.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM111,"Ketimun madura,
segar",97.1,9.0,0.5,0.1,1.9,0.7,0.4,15.0,102.0,0.6,2.0,78.9,0.02,0.1,0.0,25.0,0.0,0.02,0.02,0.1,5.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM112,"Komak, segar",74.3,99.0,3.3,0.1,21.2,10.3,1.1,50.0,99.0,13.1,15.0,567.0,0.2,0.6,,5.0,,0.2,0.19,0.1,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM113,Kool kembang,91.7,25.0,2.4,0.2,4.9,1.6,0.8,22.0,72.0,1.1,47.0,187.0,0.04,0.3,,24.0,90.0,0.11,0.09,0.6,69.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM114,"Kool merah,kool putih",92.4,29.0,1.4,0.2,5.3,1.9,0.9,46.0,31.0,0.5,28.0,236.8,0.29,0.3,,46.0,80.0,0.06,0.07,0.3,50.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM115,"Koro kerupuk, polong",67.2,128.0,8.3,0.7,22.1,,1.7,17.0,12.0,2.7,,,,,,,80.0,0.11,,,31.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM116,"Koro wedus, polong",88.0,46.0,3.0,0.3,7.9,3.3,0.8,56.0,47.0,1.1,2.0,249.3,0.09,0.4,,66.0,870.0,0.09,0.09,0.5,17.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM117,"Kucai, segar",86.3,45.0,2.2,0.3,10.3,4.8,0.9,52.0,50.0,1.1,21.0,439.5,0.11,0.5,,2685.0,40.0,0.11,0.2,1.8,17.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM118,"Kucai muda (Lokio),
segar",86.0,42.0,3.8,0.6,7.8,4.9,1.8,76.0,91.0,2.5,22.0,449.1,0.11,0.5,,2744.0,500.0,0.11,0.2,1.8,59.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM119,Kulit melinjo,71.9,111.0,4.5,1.1,20.7,5.0,1.8,117.0,179.0,2.6,,,,,0.0,,1267.0,0.07,,,7.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM120,"Kundur, segar",94.0,22.0,0.4,0.2,4.7,1.3,0.7,3.0,54.0,0.5,2.0,200.0,0.1,0.3,,7.0,,0.1,0.03,0.4,1.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM121,"Labu air, segar",95.0,19.0,0.6,0.2,3.8,0.6,0.4,12.0,18.0,0.6,2.0,168.2,0.03,0.8,,11.0,70.0,0.04,0.02,0.4,10.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM122,"Labu kuning, segar",86.6,51.0,1.7,0.5,10.0,2.7,1.2,40.0,180.0,0.7,280.0,220.0,0.35,1.5,,1569.0,,0.2,0.0,0.1,2.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM123,"Labu siam, segar",92.3,30.0,0.6,0.1,6.7,6.2,0.3,14.0,25.0,0.5,3.0,167.1,0.16,1.0,,48.0,20.0,0.02,0.0,0.6,18.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM124,"Labu waluh, segar",91.2,32.0,1.1,0.1,6.6,0.5,1.0,45.0,64.0,1.4,1.0,356.2,0.13,0.3,,712.0,180.0,0.08,0.12,0.6,52.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM125,"Lantar, segar",91.2,34.0,2.2,0.3,5.5,2.9,0.8,10.0,58.0,0.4,3.0,155.0,0.2,0.4,,38.0,,0.3,0.07,0.4,4.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM126,"Lobak, segar",94.1,21.0,0.9,0.1,4.2,1.4,0.7,35.0,26.0,0.6,49.0,109.3,0.03,0.2,,0.0,10.0,0.03,0.04,0.3,32.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM127,"Lumai/Leunca, segar",90.5,38.0,1.1,0.3,7.6,2.0,0.5,7.0,55.0,1.0,2.0,,0.1,0.3,,25.0,,0.2,0.1,0.6,17.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM128,"Melinjo, segar",80.0,66.0,5.0,0.7,13.3,,1.0,163.0,75.0,2.8,,,,,,,1000.0,0.1,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM129,Mostarda metan -sawi,91.4,33.0,2.3,0.5,4.7,1.8,1.1,60.0,30.0,3.1,20.0,100.0,0.1,0.4,,1575.0,,0.2,0.1,0.1,12.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM130,"Nangka muda, segar",85.4,57.0,2.0,0.4,11.3,8.3,0.9,45.0,29.0,0.5,1.0,246.5,0.04,0.1,,21.0,25.0,0.07,0.06,0.7,9.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM131,"Paria putih, segar",94.4,19.0,1.0,0.4,3.6,1.3,0.6,31.0,65.0,0.9,5.0,277.7,0.03,0.8,0.0,197.0,80.0,0.18,0.04,0.4,58.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM132,"Pepare ular, segar",95.1,19.0,0.6,0.1,3.9,1.0,0.3,20.0,10.0,0.4,130.0,30.0,0.1,0.1,,69.0,,0.1,0.1,0.1,9.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM133,"Pepaya muda, segar",92.3,29.0,2.1,0.1,4.9,2.1,0.6,50.0,16.0,0.4,22.0,211.2,0.01,0.0,,0.0,50.0,0.02,0.03,0.3,19.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM134,"Petai, segar",77.2,92.0,5.4,1.1,15.2,2.0,1.1,14.0,170.0,1.6,55.0,221.0,0.2,0.8,,114.0,,0.8,0.1,6.1,34.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM135,"Peterseli, segar",83.9,53.0,3.7,1.0,9.0,0.0,2.4,193.0,84.0,4.3,18.0,,0.2,1.4,,2940.0,8230.0,0.11,0.29,0.7,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM136,"Pucuk lumai/daun
leunca, segar",91.0,33.0,4.5,0.4,2.8,,1.3,13.0,75.0,2.9,2.0,0.0,0.2,0.6,,,,0.5,0.1,,41.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM137,"Putri malu, segar",80.2,76.0,3.6,0.3,14.6,7.1,1.3,119.0,84.0,3.3,1.0,631.0,0.6,1.4,,4762.0,,0.6,0.6,,6.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM138,"Rebung, segar",93.3,25.0,0.8,0.1,5.3,9.7,0.5,3.0,5.0,0.5,3.0,206.0,0.1,0.4,,10.0,,0.2,0.07,0.5,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM139,"Rimbang, segar",80.8,75.0,1.6,0.6,15.8,10.0,1.2,55.0,97.0,0.6,20.0,234.0,0.4,0.4,,51.0,,0.4,0.1,1.3,38.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM140,Rumput laut,87.0,41.0,1.4,0.3,8.1,2.2,3.2,80.0,20.0,1.6,250.0,380.0,0.2,0.4,,1958.0,,0.2,0.0,0.1,7.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM141,"Sawi, segar",92.2,28.0,2.3,0.3,4.0,2.5,1.2,220.0,38.0,2.9,22.0,436.5,0.12,0.2,,2042.0,6460.0,0.09,0.23,0.7,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM142,"Sawi putih / pecai,
segar",96.6,9.0,1.0,0.1,1.7,0.8,0.6,56.0,42.0,1.1,5.0,193.1,0.05,0.1,0.0,862.0,832.0,0.05,0.18,0.4,3.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM143,"Sawi taiwan, segar",91.8,30.0,1.9,0.5,4.4,2.7,1.4,100.0,58.0,1.6,27.0,217.0,0.1,0.7,,1340.0,,0.2,0.1,0.6,33.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM144,"Sawi tanah, segar",94.9,19.0,1.3,0.2,2.9,2.2,1.0,92.0,45.0,1.2,17.0,145.0,0.1,0.4,,815.0,,0.2,0.1,0.1,36.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM145,"Selada, segar",94.8,18.0,1.2,0.2,2.9,1.8,0.9,22.0,25.0,0.5,19.0,186.4,0.03,0.2,,1526.0,540.0,0.04,0.13,0.4,8.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM146,"Selada air, segar",93.3,17.0,3.1,0.2,2.2,0.7,1.2,95.0,152.0,2.4,65.0,260.7,0.11,0.2,0.0,1230.0,3727.0,0.09,0.14,0.7,56.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM147,"Seledri, segar",93.0,23.0,1.0,0.1,4.6,2.0,1.3,50.0,40.0,1.0,64.0,258.8,0.08,0.4,,63.0,130.0,0.03,0.07,0.4,11.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM148,"Taoge, segar",90.4,34.0,3.7,1.2,4.3,1.1,0.4,166.0,74.0,0.8,19.0,93.3,0.16,0.4,,41.0,20.0,0.09,0.15,1.1,5.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM149,"Taoge kacang kedelai,
segar",81.0,76.0,9.0,2.6,6.4,0.7,1.0,50.0,65.0,1.0,5.0,212.4,0.26,0.7,,0.0,110.0,0.23,0.19,1.2,15.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM150,"Taoge kacang
tunggak, segar",88.0,40.0,5.0,0.2,5.8,2.6,1.0,57.0,88.0,1.0,2.0,226.8,0.07,0.5,,299.0,0.0,0.07,0.08,0.8,15.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM151,"Tebu terubuk (lilin),
segar",91.0,30.0,4.6,0.4,3.0,0.8,1.0,40.0,80.0,2.0,699.0,,0.2,1.1,,12.0,0.0,0.08,0.2,1.2,50.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM152,"Tekokak, segar",89.0,34.0,2.0,0.1,7.9,4.9,1.0,50.0,30.0,2.0,3.0,333.3,0.12,0.2,,23.0,750.0,0.08,0.05,0.9,8.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM153,"Tekokak, kering",12.3,302.0,8.3,1.7,72.6,21.2,8.1,370.0,180.0,22.2,9.0,0.0,,1.0,,187.0,750.0,0.4,0.17,5.1,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM154,"Terong, segar",92.7,28.0,1.1,0.2,5.5,2.1,0.5,15.0,37.0,0.4,9.0,187.0,0.1,0.1,,46.0,30.0,0.04,0.03,0.5,5.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM155,"Terong asam, segar",90.5,37.0,2.0,0.4,6.3,3.2,0.8,13.0,59.0,1.5,3.0,155.0,0.3,0.3,,97.0,,0.2,0.1,0.8,4.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM156,"Terung belanda, segar",87.3,52.0,2.1,1.1,8.6,1.4,1.0,16.0,40.0,1.1,,,,,0.0,,8048.0,0.42,0.06,0.0,12.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM157,"Terung bengkulu,
segar",86.6,52.0,1.1,0.4,11.2,3.2,0.8,19.0,39.0,1.1,14.0,,0.16,1.0,0.0,85.0,600.0,0.23,0.04,0.0,6.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM158,"Terong hintalo, segar",89.2,45.0,1.9,0.8,7.5,5.1,0.6,19.0,268.0,1.0,167.0,142.0,0.6,0.2,,552.0,,0.2,0.4,,4.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM159,Terung panjang,91.8,25.0,2.1,0.1,5.3,0.5,0.7,38.0,24.0,0.7,9.0,53.7,0.09,0.2,0.0,83.0,24.0,0.15,0.06,0.7,8.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM160,"Tomat, air (sari), segar",94.0,20.0,1.0,0.2,3.5,0.4,1.3,7.0,15.0,0.4,10.0,225.2,0.06,0.1,,266.0,600.0,0.05,0.03,0.7,10.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM161,"Tomat merah, segar",92.9,24.0,1.3,0.5,4.7,1.5,0.6,8.0,77.0,0.6,10.0,164.9,0.14,0.2,,575.0,2083.0,0.06,0.07,0.4,34.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM162,"Tomat muda, segar",93.0,24.0,2.0,0.7,3.3,1.8,2.0,5.0,27.0,0.5,10.0,210.0,0.07,0.2,,384.0,320.0,0.07,0.04,0.7,30.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM163,"Uceng/ bunga melinjo,
segar",79.5,82.0,5.8,1.3,11.7,4.8,1.7,70.0,266.0,2.4,,,,,,,58.0,0.11,0.15,,3.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM164,"Umbut kelapa, segar",89.3,39.0,2.0,0.2,7.2,2.5,1.3,57.0,49.0,,4.0,447.0,0.2,1.4,,16.0,,0.1,0.1,,8.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM165,Umbut rotan,90.5,34.0,2.4,0.3,5.5,2.2,1.3,89.0,79.0,1.3,8.0,552.0,0.2,1.9,,14.0,,0.2,,,9.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM166,"Wortel, segar",89.9,36.0,1.0,0.6,7.9,1.0,0.6,45.0,74.0,1.0,70.0,245.0,0.06,0.3,,3784.0,7125.0,0.04,0.04,1.0,18.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DO001,"Bayam, kukus",90.7,30.0,1.3,0.7,5.8,1.2,1.6,239.0,35.0,5.7,15.0,431.0,0.1,0.3,0.0,2699.0,3750.0,0.02,0.1,0.9,32.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DO002,"Bayam ,rebus",93.5,23.0,1.2,0.6,3.7,1.1,1.0,150.0,35.0,0.5,16.0,308.4,0.2,0.3,0.0,3282.0,2864.0,0.02,0.1,0.9,19.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DO003,"Buncis, rebus",90.6,30.0,2.2,0.2,6.4,1.5,0.6,107.0,47.0,0.5,7.0,138.9,0.1,0.3,,1.0,402.0,0.01,0.29,2.0,8.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DO004,"Daun kacang panjang,
kukus",87.2,40.0,3.7,0.3,8.0,1.8,0.8,111.0,66.0,3.7,6.0,419.5,0.2,0.3,0.0,2645.0,5781.0,0.15,0.2,0.9,11.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DO005,"Daun katuk, rebus",83.3,53.0,5.3,0.9,9.1,1.2,1.4,185.0,102.0,3.1,16.0,291.3,0.3,1.3,0.0,11131.0,9000.0,0.0,0.3,2.2,66.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DO006,"Daun kelor, rebus",80.3,61.0,6.1,0.9,10.0,0.9,2.6,255.0,36.0,2.1,45.0,181.2,0.1,0.6,,3972.0,6071.0,0.1,0.1,4.0,13.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DO007,"Daun mengkudu,
kukus",81.6,63.0,3.8,1.5,11.5,2.4,1.6,300.0,43.0,6.0,,,,,,2.0,4900.0,0.08,0.1,5.2,11.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DO008,"Daun singkong, rebus",90.5,31.0,3.7,0.6,4.8,1.6,0.4,160.0,50.0,2.6,13.0,14.0,0.1,2.0,,3897.0,4150.0,0.02,0.1,1.7,34.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DO009,"Daun talas, rebus",91.6,27.0,1.3,0.2,5.9,1.6,1.0,119.0,41.0,1.4,3.0,519.4,0.5,0.5,0.0,4641.0,2682.0,0.0,0.6,1.9,7.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DO010,"Daun ubi merah,
kukus",82.5,56.0,3.1,0.3,13.0,1.5,1.1,78.0,52.0,4.3,28.0,472.8,0.1,0.4,,5277.0,5397.0,0.0,0.2,1.1,14.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DO011,"Kacang panjang
,kukus",88.2,39.0,3.0,0.6,7.6,1.7,0.6,100.0,91.0,1.2,28.0,199.0,0.11,0.5,0.0,131.0,205.0,0.02,0.1,0.3,20.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DO012,"Kacang panjang, rebus",90.9,30.0,2.3,0.4,5.8,1.4,0.6,71.0,68.0,0.8,24.0,114.5,0.1,0.4,0.0,128.0,162.0,0.0,0.07,0.2,15.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DO013,"Kangkung, kukus",90.4,30.0,3.2,0.7,4.7,1.8,1.0,70.0,49.0,4.4,45.0,184.9,0.1,0.3,0.0,2370.0,5837.0,0.03,0.28,1.4,11.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DO014,"Kangkung, rebus",93.0,22.0,2.5,0.6,3.1,1.2,0.8,50.0,51.0,3.5,31.0,98.0,0.1,0.3,0.0,2370.0,4325.0,0.01,0.22,1.2,13.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DO015,"Paria putih, kukus",95.0,16.0,0.8,0.2,3.4,1.2,0.6,16.0,33.0,0.5,4.0,236.0,0.0,0.7,,187.0,65.0,0.15,0.04,0.3,35.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DO016,"Selada, rebus",93.5,19.0,2.7,0.2,2.9,0.7,0.7,83.0,74.0,1.4,24.0,160.7,0.05,0.2,,2499.0,3700.0,0.08,0.2,0.6,27.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DO017,"Taoge, goreng",79.2,88.0,3.2,2.1,14.0,0.7,1.5,168.0,50.0,5.7,,,,,2.0,,613.0,0.05,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DO018,"Taoge, seduh",91.9,28.0,3.0,0.8,4.0,1.0,0.3,52.0,73.0,0.5,18.0,58.3,0.19,0.4,,46.0,18.0,0.1,0.0,0.9,2.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DO019,"Terung panjang,
kukus",92.7,23.0,1.8,0.1,4.9,0.4,0.5,40.0,13.0,0.5,9.0,57.0,67.1,0.2,0.0,99.0,20.0,0.0,0.07,0.7,1.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DO020,"Wortel, rebus",92.1,28.0,0.7,0.5,6.3,0.8,0.4,46.0,28.0,0.6,41.0,117.3,0.1,0.2,0.0,3824.0,5396.0,0.01,0.03,0.7,12.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
