KODE,NAMA BAHAN,AIR (g),Energi (Kal),Protein (g),LEMAK,KH (g),SERAT,ABU,KALSIUM,FOSFOR,BESI,NATRIUM,KALIUM,TEMBAGA,SENG,RETINOL,B-KAR,KAR-TOTAL,THIAMIN,RIBOFLAVIN,NIASIN,VIT_C,GULA
CO053,"Oncom kacang hijau +
singkong",16.5,351,11.0,5.3,65.9,9.0,1.3,164,113,7.8,,,,,,,,0.01,,,,0
CO054,"Oncom kacang tanah
pepes",65.0,132,12.7,3.8,13.7,3.1,4.8,133,355,34.4,,,,,,,10.0,0.08,0.20,0.7,0,0
CO055,"Rempeyek kacang
tanah",3.9,513,17.5,32.5,44.3,1.7,1.8,65,202,2.6,,,,,,,0.0,0.10,,,0,0
CO056,Rempeyek kacang tolo,6.1,451,11.2,20.2,59.7,1.8,2.8,156,221,4.6,,,,,,,0.0,0.02,,,0,0
CO057,Rempeyek kacang uci,4.0,497,17.0,27.6,50.8,2.4,3.4,166,89,6.7,,,,,,,0.0,0.05,,,0,0
CO058,Sayur lebui,83.9,64,2.1,0.6,12.5,5.7,0.9,21,2,1.0,124,146.0,0.20,0.7,,14,,,0.00,0.1,,0
CO059,"Saridele, bubuk",3.0,344,30.0,20.0,43.0,6.2,4.0,450,500,4.0,56,2572.3,2.99,4.0,,0,2000.0,0.70,0.16,2.0,10,0
CO060,Susu kedelai,87.0,41,3.5,2.5,5.0,0.2,2.0,50,45,0.7,128,287.9,0.12,1.0,,,200.0,0.08,0.05,0.7,2,0
CO061,"Tahu, mentah",82.2,80,10.9,4.7,0.8,0.1,1.4,223,183,3.4,2,50.6,0.19,0.8,,118,,0.01,0.08,0.1,,0
CO062,Tahu goreng,77.3,115,9.7,8.5,2.5,0.1,2.0,229,200,4.1,7,68.2,0.09,1.3,,0,0.0,0.01,0.24,0.0,0,0
CO063,Tahu telur,41.8,328,12.6,19.9,24.6,0.4,1.1,492,238,4.9,755,,,,73,,1860.0,0.42,,,0,0
CO064,Takwa,72.2,148,13.8,8.5,4.0,0.0,1.6,140,214,8.5,3,79.0,0.30,1.3,,,920.0,0.20,0.10,0.8,,0
CO065,Tauco,54.0,184,11.4,5.5,22.2,1.9,6.9,72,463,6.0,1766,233.0,0.39,1.0,,0,664.0,0.32,0.20,0.8,0,0
CO066,"Tauco cap beruang,
cake",11.4,347,7.4,5.2,67.6,3.2,8.4,63,106,6.2,,,,,,,936.0,0.35,,,0,0
CO067,"Tauco cap DAS, cake",10.2,358,7.5,4.3,70.4,3.1,7.6,94,94,4.5,,,,,,,504.0,0.29,,,0,0
CO068,Tauco cap meong,59.7,159,7.4,4.9,21.3,1.6,6.7,183,84,10.1,1547,204.1,0.34,0.9,,0,472.0,0.46,0.18,0.7,0,0
CO069,Tauji cap singa,30.4,277,9.1,4.7,49.6,1.2,6.2,68,106,3.0,,,,,,,936.0,0.15,,,0,0
CO070,Tempe bongkrek,72.5,119,4.4,3.5,18.3,,"146
.3",27,100,2.6,,,,,0,,,0.08,,,0,0
CO071,Tempe gembus P3G,81.9,73,5.7,1.3,10.3,4.2,0.8,204,80,1.5,,,,,,,22.0,0.09,0.10,0.9,,0
CO072,Tempe gembus yogya,80.7,76,6.8,0.7,10.6,5.3,1.1,76,142,16.5,,,,,,,,0.79,0.01,0.1,,0
CO073,Tempe kacang babi,64.0,139,12.5,0.8,21.9,1.8,1.2,68,182,2.6,,,,,,,20.0,0.10,,,,0
CO074,"Tempe kacang
belimbing",58.2,212,17.5,10.0,12.9,2.9,1.4,186,160,2.2,,,,,,,,0.20,,,,0
CO075,"Tempe kedelai +
jagung",70.6,143,12.0,5.5,11.4,1.9,0.6,155,156,6.8,,,,,,,1320.0,0.33,0.15,1.2,,0
CO076,"Tempe kedelai murni,
goreng",36.8,350,24.5,26.6,10.4,4.2,1.8,202,296,4.9,22,626.7,0.80,2.5,,,78.0,0.24,0.60,3.3,0,0
CO077,"Tempe kedelai murni,
mentah",55.3,201,20.8,8.8,13.5,1.4,1.6,155,326,4.0,9,234.0,0.57,1.7,,0,,0.19,0.59,4.9,,0
CO078,Tempe koro benguk,64.0,141,10.2,1.3,23.2,,1.3,42,15,2.6,,,,,0,,,0.09,,,0,0
CO079,Tempe lamtoro,66.8,128,10.7,0.5,21.3,7.1,0.7,203,108,0.6,,,,,,,121.0,0.17,,,2,0
CO080,"Tempe lamtoro var,
gung dengan kulit",65.1,146,11.7,2.3,19.6,7.6,1.3,128,41,6.8,,,,,,,1370.0,0.19,,1.4,,0
CO081,"Tempe lamtoro var,
gung tanpa kulit",67.1,131,18.0,0.8,13.0,1.3,1.1,95,154,12.4,,,,,,,5900.0,0.20,0.02,2.6,,0
CO082,Tempe pasar,68.3,150,14.0,7.7,9.1,1.4,0.9,517,202,1.5,7,165.9,0.40,1.2,,0,,0.17,0.44,3.6,,0
CO083,Tempe pasar goreng,42.9,336,20.0,28.0,7.8,3.4,1.3,156,350,3.0,20,566.2,0.80,2.2,,,10.0,0.10,0.50,3.0,0,0
CO084,"Tepung hunkwe (pati
kacang ijo)",10.0,364,4.5,1.0,83.5,16.1,1.0,50,100,1.0,15,1232.9,0.93,2.7,0,,,0.00,0.23,2.2,0,0
CO085,Tepung Jalejo,10.0,388,19.0,7.5,61.2,5.8,2.3,101,663,2.0,3,712.0,0.60,1.9,,"100
0",0,0.02,0.70,1.6,9,0
CO086,Tepung kacang kedelai,9.0,347,35.9,20.6,29.9,5.8,4.0,195,544,8.4,52,2522.6,"4303.
45",2.6,,0,140.0,0.77,0.32,2.1,0,0
DM001,"Akar tonjong, segar",86.7,45,1.1,0.4,10.8,1.2,1.0,72,125,1.3,96,1147.1,0.02,0.2,0,83,90,0.02,0.03,1.9,2,0
DM002,"Ale,toge, segar",90.6,37,4.4,0.5,3.8,1.7,0.7,50,248,2.0,2,105.0,0.16,0.4,0,0,35,0.02,0.09,0.6,46,0
DM003,"Andaliman, segar",74.2,99,4.6,1.0,18.0,8.5,2.2,383,107,2.9,,,,,0,,6300,3.00,,,15,0
DM004,"Andewi, segar",91.8,226,1.6,0.2,5.3,4.1,1.1,33,66,1.0,29,414.6,0.13,1.0,,1717,,0.14,0.09,0.5,10,0
DM005,"Bakung, segar",92.5,27,2.0,0.2,4.2,3.8,1.1,19,20,0.5,37,340.0,0.20,0.3,,1080,,0.20,0.10,0.3,42,0
DM006,"Baligo, segar",96.1,15,0.4,0.2,3.0,0.4,0.3,19,19,0.4,2,131.1,0.02,0.6,,0,,0.04,0.02,0.3,13,0
DM007,"Bawang bombay,
segar",87.5,43,1.4,0.2,10.3,2.0,0.6,32,44,0.5,12,9.6,0.10,0.3,,788,50,0.03,0.21,0.4,9,0
DM008,"Bayam, segar",94.5,16,0.9,0.4,2.9,0.7,1.3,166,76,3.5,16,456.4,0.13,0.4,,2699,2293,0.04,0.10,1.0,41,0
DM009,"Bayam merah, segar",88.5,41,2.2,0.8,6.3,2.2,2.2,520,80,7.0,20,60.0,0.20,0.8,0,7325,,0.20,0.10,0.1,62,0
DM010,"Bit, segar",87.6,41,1.6,0.1,9.6,2.6,1.1,27,43,1.0,29,404.9,0.20,0.7,,0,20,0.02,0.05,0.3,10,0
DM011,Buah kelor,89.5,38,1.5,0.2,7.5,3.2,1.3,30,54,0.0,48,216.0,0.00,0.2,,31,,0.10,0.10,4.1,25,0
DM012,Buah merah,81.2,87,2.6,2.7,13.1,4.0,0.4,30,1,1.1,110,140.0,0.10,0.3,0,0,,1.50,0.10,0.2,15,0
DM013,"Buncis, segar",89.6,34,2.4,0.3,7.2,1.9,0.5,101,42,0.7,8,250.0,0.07,0.3,0,772,550,0.05,0.40,2.8,11,0
DM014,"Bunga pepaya, segar",87.3,45,2.6,0.3,8.1,1.6,1.7,290,113,4.2,2,478.3,0.08,0.8,,2792,5,0.01,0.28,1.0,23,0
DM015,"Bunga turi, segar",90.4,42,2.0,1.1,6.1,3.3,0.4,28,23,0.8,29,97.4,0.10,0.6,,1200,0,0.50,0.02,0.4,1,0
DM016,"Caisin, segar",93.6,20,1.7,0.4,3.4,1.2,0.9,123,40,1.9,18,358.2,0.05,1.4,,1675,4188,0.04,0.19,0.6,3,0
DM017,"Daun bangun-bangun,
segar",92.5,27,1.3,0.6,4.0,1.0,1.6,279,40,13.6,4,144.0,,,,1489,13288,0.16,0.10,0.0,5,0
DM018,"Daun bawang  merah,
segar",89.1,41,2.0,0.3,7.8,2.1,0.8,60,40,2.3,30,90.0,0.10,0.3,0,218,,0.10,0.10,0.2,11,0
DM019,"Daun bebuas, segar",87.9,41,2.7,1.0,7.3,2.1,1.1,29,245,1.5,,,,,0,,3099,0.01,,,3,0
DM020,"Daun belem, segar",84.6,50,4.4,1.4,7.8,1.9,1.8,698,151,7.5,,,,,0,,13072,0.05,,,21,0
DM021,"Daun bluntas, segar",86.0,44,1.8,0.5,9.4,,2.3,256,49,5.6,,,,,,,3980,0.02,,,30,0
DM022,"Daun gandaria, segar",81.0,63,3.1,0.3,14.0,2.1,1.6,40,45,4.7,3,127.7,,,,503,600,0.04,0.04,0.2,61,0
DM023,"Daun gedi besar, segar",84.0,58,2.9,0.7,10.0,3.3,2.4,440,100,1.9,30,40.0,0.20,2.1,,596,,0.40,0.50,2.8,11,0
DM024,"Daun gedi kecil, segar",83.7,61,3.2,0.7,10.4,3.4,2.0,420,70,1.7,20,50.0,0.10,1.4,,607,,0.40,0.30,2.9,11,0
DM025,"Daun gelang, segar",90.3,30,1.3,0.7,5.8,1.3,1.9,350,210,11.9,5,333.3,0.31,1.2,0,4701,1954,0.01,0.14,0.7,1,0
DM026,"Daun gunda bali,
segar",86.4,50,4.6,0.9,7.0,1.4,1.1,167,62,0.5,,,,,0,,6571,0.05,,,20,0
DM027,"Daun gunda serang,
segar",84.6,62,4.2,0.9,9.2,1.3,1.1,171,64,0.6,,,,,0,,7347,0.02,,,20,0
DM028,"Daun jambu mete
muda, segar",78.0,78,4.6,0.5,16.2,3.0,0.7,33,64,8.9,14,670.5,,,,4484,2689,0.02,1.12,1.1,65,0
DM029,"Daun jampang, segar",88.9,34,3.8,0.5,5.3,1.4,1.5,21,245,1.0,,,,,0,,4357,0.03,,,3,0
DM030,"Daun jawaw seluang,
segar",77.2,93,5.0,1.3,15.3,3.9,1.2,146,103,5.3,2,434.0,0.50,1.5,,,,0.10,0.70,,9,0
DM031,"Daun jonghe, segar",91.4,27,2.1,0.7,4.4,2.0,1.4,253,192,9.5,,,,,0,,5057,0.01,,,1,0
DM032,"Daun kacang ma,
segar",89.1,36,2.9,0.6,6.8,1.8,0.6,64,220,2.2,7,485.3,0.20,0.3,,2893,4377,0.04,0.18,1.2,4,0
DM033,"Daun kacang panjang,
segar",89.7,30,3.1,0.3,5.8,1.7,1.1,200,66,4.5,7,458.6,0.20,0.3,0,2734,4592,0.33,0.20,1.1,30,0
DM034,"Daun kasbi/singkong
karet, segar",80.3,92,4.0,3.6,10.9,5.8,1.2,140,70,1.6,70,90.0,0.30,1.1,,9999,,0.10,0.20,0.1,74,0
DM035,"Daun katuk, segar",81.0,59,6.4,1.0,9.9,1.5,1.7,233,98,3.5,21,478.8,0.30,1.3,,9152,10020,0.00,0.31,2.3,"16
4",0
DM036,"Daun kecipir, segar",85.0,52,5.0,0.5,8.5,,1.0,134,81,6.2,6,114.0,0.30,0.8,,3981,5240,0.28,0.40,2.2,29,0
DM037,"Daun kedondong,
segar",81.0,59,3.5,0.3,13.4,10.7,1.8,540,82,6.2,12,579.0,,,,1624,2900,0.06,0.20,1.5,29,0
DM038,"Daun kelor, segar",75.5,92,5.1,1.6,14.3,8.2,3.5,1077,76,6.0,61,298.0,0.10,0.6,,3266,,0.30,0.10,4.2,22,0
DM039,"Daun kemang, segar",85.0,43,5.5,0.3,7.5,8.4,1.7,35,106,1.0,10,457.1,,,,1282,1017,0.06,0.10,1.2,30,0
DM040,"Daun kenikir, segar",87.6,45,3.7,0.5,6.6,5.8,1.7,328,65,2.7,6,431.0,0.10,0.6,,30200,12,0.50,0.30,4.5,0,0
DM041,"Daun kesum, segar",84.8,48,4.5,0.8,9.1,1.6,0.8,125,142,2.6,11,174.7,0.40,1.2,0,4216,8715,0.01,0.10,1.6,4,0
DM042,"Daun kol sawi, segar",93.1,22,2.1,0.5,3.6,0.9,0.7,200,92,3.2,19,386.2,0.10,0.2,0,1806,2177,0.03,0.20,0.6,3,0
DM043,"Daun koro, segar",91.0,23,3.0,0.3,3.7,,2.0,134,81,6.2,4,68.4,0.20,0.5,,2386,5240,0.28,0.20,1.3,29,0
DM044,"Daun kubis, segar",86.2,51,2.5,1.1,8.0,3.4,2.2,100,50,3.4,50,100.0,0.90,0.6,,9999,,0.40,0.10,0.2,16,0
DM045,"Daun kumak, segar",95.2,14,1.3,0.3,2.3,0.9,0.9,90,59,2.7,2,36.5,0.10,0.3,,1274,2961,0.01,0.00,0.5,3,0
DM046,"Daun labu siam, segar",89.7,34,4.0,0.4,4.7,3.5,1.2,58,70,2.5,16,630.7,0.20,0.3,,4773,2025,0.08,0.40,1.7,16,0
DM047,"Daun labu
waluh/kuning, segar",89.7,34,3.6,0.6,4.5,2.9,1.6,138,99,3.7,16,630.7,0.20,0.3,,1258,2750,0.14,0.20,1.3,36,0
DM048,"Daun lamtoro, segar",74.0,87,8.3,1.8,14.4,3.3,1.5,725,174,3.9,10,197.7,0.50,1.4,0,6900,13040,0.00,0.10,2.3,32,0
DM049,"Daun leilem, segar",79.4,76,2.8,0.2,15.8,3.1,1.8,296,22,3.4,6,46.0,0.50,1.1,,753,,0.30,0.10,2.5,22,0
DM050,"Daun leunca, segar",85.0,49,4.7,0.5,8.1,,1.7,210,80,6.1,,,,,,,1900,0.14,,,40,0
DM051,"Daun lobak, segar",90.0,30,2.3,0.4,5.8,3.2,1.4,140,33,3.7,16,747.4,0.20,0.2,,5039,1000,0.07,1.10,6.5,"10
9",0
DM052,"Daun lompong talas,
segar",87.2,44,3.0,0.8,7.4,3.3,1.6,76,59,1.0,3,578.4,0.20,0.4,,2584,2000,0.08,0.40,1.4,31,0
DM053,"Daun mangkokan,
segar",82.0,57,3.7,0.3,11.8,,2.2,474,49,4.0,,,,,,,5450,0.06,,,83,0
DM054,"Daun matel ambon,
segar",77.1,71,6.8,1.6,11.5,4.6,3.0,93,95,10.2,,,,,0,,49,0.08,,,26,0
DM055,"Daun melinjo, segar",70.8,104,5.0,1.3,21.3,10.3,1.6,219,82,4.2,12,604.8,0.40,0.6,,823,10000,0.09,,,"18
2",0
DM056,"Daun mengkudu,
segar",80.9,65,4.0,1.7,11.4,3.9,2.0,296,40,6.9,,,,,0,2,4958,0.01,0.10,5.7,35,0
DM057,"Daun ndusuk, segar",56.0,166,1.7,0.5,38.8,10.7,3.0,40,20,1.8,40,310.0,0.20,0.7,,14457,,0.40,0.10,0.1,30,0
DM058,"Daun oyong, segar",93.0,22,1.0,0.1,5.3,2.0,0.6,21,44,2.0,40,295.5,0.10,0.2,,855,1000,0.08,0.10,0.8,"15
0",0
DM059,"Daun pakis, segar",86.8,39,4.5,0.4,6.9,2.0,1.4,136,159,2.3,20,201.9,0.20,0.3,0,1625,3292,0.02,0.10,0.5,3,0
DM060,"Daun pakis longgiho,
segar",89.5,54,2.2,3.6,3.1,2.1,1.6,40,80,0.7,70,500.0,0.40,0.1,,168,,0.40,0.30,0.2,8,0
DM061,"Daun pakis
wambateu, segar",86.9,53,3.4,1.2,7.2,4.8,1.3,30,100,0.3,20,200.0,0.20,0.3,,191,,0.70,0.20,0.3,6,0
DM062,"Daun paku, segar",88.8,29,3.4,0.1,6.5,4.3,1.2,13,88,1.3,19,434.0,0.50,0.7,,18,,0.20,0.10,11.7,10,0
DM063,"Daun pangi,segar",76.1,104,3.9,0.6,17.9,8.3,1.5,256,22,1.8,4,266.0,1.70,0.5,,55,,0.40,0.10,0.1,23,0
DM064,"Daun pare, segar",87.3,49,2.7,1.0,8.4,3.0,1.6,217,70,3.3,7,498.0,0.40,1.2,,1800,,0.40,0.20,0.6,7,0
DM065,"Daun pepaya, segar",75.4,87,8.0,2.0,11.9,1.5,2.7,353,63,0.8,4,926.6,0.20,1.5,,5409,18250,0.15,0.50,1.9,"14
0",0
DM066,"Daun pohpohan, segar",87.4,37,2.5,0.8,6.9,2.6,2.4,744,80,5.9,,,,,0,,7378,0.03,,,5,0
DM067,"Daun selasih, segar",83.1,62,4.0,0.5,10.5,5.3,1.9,122,16,13.9,3,259.0,0.40,0.7,0,4112,,0.50,0.10,0.2,24,0
DM068,"Daun semanggi, segar",84.7,45,4.4,0.5,8.5,1.9,1.9,98,90,7.0,64,520.7,0.50,0.3,0,64,3365,0.01,0.50,0.7,6,0
DM069,"Daun simpur, segar",86.2,53,3.2,2.5,7.6,1.6,0.9,228,194,3.5,,,,,0,,3346,0.02,,,5,0
DM070,"Daun singkil, segar",80.9,68,2.0,1.0,15.2,3.3,0.9,178,86,2.1,,,,,,,6042,0.02,,,3,0
DM071,"Daun singkong, segar",84.4,50,6.2,1.1,7.1,2.4,1.2,166,99,1.3,17,23.1,0.10,2.0,0,3204,7052,0.04,0.10,1.8,"10
3",0
DM072,"Daun singkong
ambon, segar",58.0,144,12.7,1.2,25.2,10.2,2.9,165,54,3.9,44,62.2,0.20,5.4,,8627,13000,0.21,1.00,4.2,"22
0",0
DM073,"Daun singkong
ampenan, segar",84.4,50,6.2,1.1,7.1,2.4,1.2,352,123,2.7,49,570.0,0.20,1.3,,7917,,0.50,0.10,1.6,"10
3",0
DM074,"Daun singkong
kopang, segar",81.1,74,6.3,0.7,10.7,4.6,1.2,142,115,1.7,32,382.0,0.20,1.5,,3882,,0.50,0.50,1.9,"21
1",0
DM075,"Daun sintrong, segar",88.5,36,2.6,0.9,6.1,1.7,1.9,398,95,9.3,64,444.4,0.10,0.4,0,10178,8868,0.03,0.20,0.9,3,0
DM076,"Daun talas, segar",81.1,59,3.0,0.4,13.5,3.0,2.0,236,50,2.4,4,854.1,0.40,0.5,0,3816,5740,0.07,0.60,2.0,24,0
DM077,"Daun tespong, segar",81.0,70,2.9,0.3,13.9,2.3,1.9,155,65,2.5,72,,0.15,0.9,,171,2500,0.05,0.70,1.4,21,0
DM078,"Daun ubi kuning,
segar",83.5,62,3.7,0.3,11.1,6.4,1.4,170,40,0.6,10,0.0,0.20,0.5,,3564,,0.30,0.30,1.2,4,0
DM079,"Daun ubi merah, segar",84.4,48,3.0,0.3,10.8,1.4,1.5,80,81,6.4,33,517.3,0.00,0.4,0,5453,4697,0.10,0.20,1.2,27,0
DM080,"Daun ubi putih, segar",87.5,46,2.8,0.2,8.2,4.8,1.3,120,50,0.8,10,0.0,0.20,0.5,,103,,0.30,0.30,0.9,8,0
DM081,"Daun ubi tinta, segar",85.1,55,1.7,0.1,11.9,7.6,1.2,120,40,0.6,10,0.0,0.20,0.5,,516,,0.20,0.00,0.0,7,0
DM082,"Eceng, segar",93.0,19,1.0,0.2,3.8,1.8,2.0,80,45,3.7,45,634.1,,,,7,1000,0.08,0.10,0.7,50,0
DM083,"Gambas (oyong),
segar",94.5,19,0.8,0.2,4.1,1.3,0.4,19,33,0.9,23,109.1,0.00,0.1,,17,380,0.03,0.00,0.4,8,0
DM084,"Genjer, segar",90.0,35,1.7,0.2,7.7,2.5,0.4,62,33,2.1,64,905.8,,,,,3800,0.07,0.10,1.1,54,0
DM085,"Jagung muda / semi,
segar",89.5,35,2.2,0.1,7.4,1.9,0.8,7,100,0.5,353,230.2,0.10,0.8,0,23,200,0.08,0.16,0.9,8,0
DM086,Jamur encik,24.8,296,9.4,1.1,62.0,,2.7,5,277,5.3,2,0.0,0.20,3.1,,,,1.10,0.10,,,0
DM087,"Jamur kuping, kering",14.9,294,16.0,0.9,64.6,46.5,3.6,51,223,6.7,174,726.1,0.29,5.5,0,11,0,0.11,0.60,2.7,0,0
DM088,"Jamur kuping, segar",93.7,21,3.8,0.6,0.9,5.1,1.0,3,94,1.7,17,33.4,0.19,0.1,0,1,0,0.10,0.09,0.1,5,0
DM089,"Jamur merang, segar",91.5,30,3.5,0.2,4.0,2.4,0.8,14,117,1.0,6,300.0,0.30,0.8,,0,0,0.02,0.20,0.5,0,0
DM090,"Jamur tiram, segar",92.5,30,1.9,0.1,5.5,3.6,0.6,9,83,0.7,22,226.0,0.00,0.8,,0,0,0.30,0.20,1.0,0,0
DM091,Jamur sagu,91.3,48,1.9,3.2,2.8,1.0,0.8,10,90,0.6,100,440.0,0.60,0.6,,0,,0.20,0.20,6.5,,0
DM092,"Jantung pisang, segar",90.2,32,1.2,0.3,7.1,3.2,1.2,30,50,0.1,3,524.0,0.09,0.3,0,201,170,0.05,0.03,0.8,10,0
DM093,"Jengkol, segar",52.7,192,5.4,0.3,40.7,1.5,0.9,4,150,0.7,60,241.0,0.30,0.6,,,,0.05,0.20,0.5,31,0
DM094,"Jotang, segar",89.0,34,1.9,0.3,7.1,3.5,1.7,162,41,4.0,59,388.5,0.30,1.2,,2,3918,0.03,,0.4,20,0
DM095,"Kabau, segar",67.2,130,6.7,0.3,25.2,2.9,0.6,4,204,0.5,1,397.8,0.20,0.5,,165,,0.80,0.10,0.3,16,0
DM096,"Kacang mekah,
polong, segar",93.6,22,1.1,1.0,3.4,1.1,0.9,63,296,1.0,2,69.2,0.30,,0,197,116,0.02,,0.4,0,0
DM097,"Kacang panjang, segar",91.8,31,2.3,0.1,5.3,2.7,0.5,60,64,0.6,30,213.0,0.10,0.5,0,125,,0.70,0.10,0.3,46,0
DM098,Kacang ranti polong,88.5,37,3.1,0.2,7.9,2.5,0.3,103,126,0.8,,,,,,,2312,0.02,,,6,0
DM099,"Kalakai, segar",89.9,38,2.4,0.2,6.6,5.8,0.9,18,90,1.1,7,443.0,0.40,0.9,,44,,0.30,0.10,,8,0
DM100,"Kangkung, segar",91.0,28,3.4,0.7,3.9,2.0,1.0,67,54,2.3,65,250.1,0.13,0.4,,2868,5542,0.07,0.36,2.0,17,0
DM101,Kangkung tondano,88.5,43,1.8,0.2,8.4,4.3,1.1,72,9,0.7,30,361.0,0.30,0.4,,2741,,0.80,0.10,1.1,23,0
DM102,"Kapri muda, segar",86.8,45,3.3,0.2,9.0,1.8,0.7,51,85,1.0,2,118.4,0.09,0.7,,72,440,0.20,0.10,0.9,49,0
DM103,Karawila,93.7,25,2.3,0.2,3.5,2.1,0.3,25,67,0.3,8,88.4,0.08,0.3,,21,,0.10,0.10,0.4,39,0
DM104,"Kecipir muda, segar",90.4,32,2.9,0.2,5.8,5.5,0.7,63,37,0.3,3,103.8,0.18,0.4,,261,595,0.24,0.11,0.7,19,0
DM105,"Kecombrang, segar",90.0,34,0.9,1.0,6.7,2.6,1.4,60,16,1.0,47,650.6,,,0,0,73,0.00,0.02,0.8,0,0
DM106,"Kelawi,kluwih, segar",70.0,118,1.5,0.3,27.2,5.0,1.0,28,32,0.9,2,500.9,0.09,0.1,,0,20,0.10,0.03,0.9,19,0
DM107,"Kembang turi, segar",87.4,51,1.8,0.6,9.6,5.0,0.6,23,29,0.9,22,275.3,0.15,0.9,,201,105,0.13,0.12,0.6,41,0
DM108,"Kerokot, segar",93.0,26,1.7,0.4,3.8,1.0,1.1,103,39,3.6,4,240.5,0.23,0.9,,0,2550,0.03,0.09,0.2,25,0
DM109,"Ketimun, segar",97.9,8,0.2,0.2,1.4,0.3,0.3,29,95,0.8,2,57.1,0.02,0.1,0,18,314,0.01,0.02,0.1,1,0
DM110,"Ketimun krai, segar",96.8,10,0.5,0.2,2.0,0.6,0.5,20,98,1.0,10,82.1,0.03,0.1,0,19,21,0.02,0.03,0.1,3,0
DM111,"Ketimun madura,
segar",97.1,9,0.5,0.1,1.9,0.7,0.4,15,102,0.6,2,78.9,0.02,0.1,0,25,0,0.02,0.02,0.1,5,0
DM112,"Komak, segar",74.3,99,3.3,0.1,21.2,10.3,1.1,50,99,13.1,15,567.0,0.20,0.6,,5,,0.20,0.19,0.1,,0
DM113,Kool kembang,91.7,25,2.4,0.2,4.9,1.6,0.8,22,72,1.1,47,187.0,0.04,0.3,,24,90,0.11,0.09,0.6,69,0
DM114,"Kool merah,kool putih",92.4,29,1.4,0.2,5.3,1.9,0.9,46,31,0.5,28,236.8,0.29,0.3,,46,80,0.06,0.07,0.3,50,0
DM115,"Koro kerupuk, polong",67.2,128,8.3,0.7,22.1,,1.7,17,12,2.7,,,,,,,80,0.11,,,31,0
DM116,"Koro wedus, polong",88.0,46,3.0,0.3,7.9,3.3,0.8,56,47,1.1,2,249.3,0.09,0.4,,66,870,0.09,0.09,0.5,17,0
DM117,"Kucai, segar",86.3,45,2.2,0.3,10.3,4.8,0.9,52,50,1.1,21,439.5,0.11,0.5,,2685,40,0.11,0.20,1.8,17,0
DM118,"Kucai muda (Lokio),
segar",86.0,42,3.8,0.6,7.8,4.9,1.8,76,91,2.5,22,449.1,0.11,0.5,,2744,500,0.11,0.20,1.8,59,0
DM119,Kulit melinjo,71.9,111,4.5,1.1,20.7,5.0,1.8,117,179,2.6,,,,,0,,1267,0.07,,,7,0
DM120,"Kundur, segar",94.0,22,0.4,0.2,4.7,1.3,0.7,3,54,0.5,2,200.0,0.10,0.3,,7,,0.10,0.03,0.4,1,0
DM121,"Labu air, segar",95.0,19,0.6,0.2,3.8,0.6,0.4,12,18,0.6,2,168.2,0.03,0.8,,11,70,0.04,0.02,0.4,10,0
DM122,"Labu kuning, segar",86.6,51,1.7,0.5,10.0,2.7,1.2,40,180,0.7,280,220.0,0.35,1.5,,1569,,0.20,0.00,0.1,2,0
DM123,"Labu siam, segar",92.3,30,0.6,0.1,6.7,6.2,0.3,14,25,0.5,3,167.1,0.16,1.0,,48,20,0.02,0.00,0.6,18,0
DM124,"Labu waluh, segar",91.2,32,1.1,0.1,6.6,0.5,1.0,45,64,1.4,1,356.2,0.13,0.3,,712,180,0.08,0.12,0.6,52,0
DM125,"Lantar, segar",91.2,34,2.2,0.3,5.5,2.9,0.8,10,58,0.4,3,155.0,0.20,0.4,,38,,0.30,0.07,0.4,4,0
DM126,"Lobak, segar",94.1,21,0.9,0.1,4.2,1.4,0.7,35,26,0.6,49,109.3,0.03,0.2,,0,10,0.03,0.04,0.3,32,0
DM127,"Lumai/Leunca, segar",90.5,38,1.1,0.3,7.6,2.0,0.5,7,55,1.0,2,,0.10,0.3,,25,,0.20,0.10,0.6,17,0
DM128,"Melinjo, segar",80.0,66,5.0,0.7,13.3,,1.0,163,75,2.8,,,,,,,1000,0.10,,,"10
0",0
DM129,Mostarda metan -sawi,91.4,33,2.3,0.5,4.7,1.8,1.1,60,30,3.1,20,100.0,0.10,0.4,,1575,,0.20,0.10,0.1,12,0
DM130,"Nangka muda, segar",85.4,57,2.0,0.4,11.3,8.3,0.9,45,29,0.5,1,246.5,0.04,0.1,,21,25,0.07,0.06,0.7,9,0
DM131,"Paria putih, segar",94.4,19,1.0,0.4,3.6,1.3,0.6,31,65,0.9,5,277.7,0.03,0.8,0,197,80,0.18,0.04,0.4,58,0
DM132,"Pepare ular, segar",95.1,19,0.6,0.1,3.9,1.0,0.3,20,10,0.4,130,30.0,0.10,0.1,,69,,0.10,0.10,0.1,9,0
DM133,"Pepaya muda, segar",92.3,29,2.1,0.1,4.9,2.1,0.6,50,16,0.4,22,211.2,0.01,0.0,,0,50,0.02,0.03,0.3,19,0
DM134,"Petai, segar",77.2,92,5.4,1.1,15.2,2.0,1.1,14,170,1.6,55,221.0,0.20,0.8,,114,,0.80,0.10,6.1,34,0
DM135,"Peterseli, segar",83.9,53,3.7,1.0,9.0,0.0,2.4,193,84,4.3,18,"1125.
6",0.20,1.4,,2940,8230,0.11,0.29,0.7,"19
3",0
